Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
TOOLS,3.9,1417,10000,Paid,$3.28,Everyone,Tools,2984,2.9
COMMUNICATION,4.0,1711,100000,Free,0,Everyone,Communication,2835,2.1
TOOLS,4.2,154578,10000000,Free,0,Everyone,Tools,2701,14.0
TOOLS,4.4,19877,1000000,Free,0,Everyone,Tools,2839,4.5
HEALTH_AND_FITNESS,5.0,1,50,Free,0,Everyone,Health & Fitness,2747,12.0
DATING,3.3,1157,100000,Free,0,Mature 17+,Dating,3184,21.0
SPORTS,4.0,11151,1000000,Free,0,Everyone,Sports,2668,52.0
FAMILY,2.6,366,50000,Free,0,Everyone,Entertainment,2841,6.0
FINANCE,3.8,480,50000,Free,0,Everyone,Finance,2702,15.0
TOOLS,3.8,4264,500000,Free,0,Everyone,Tools,4114,14.0
SPORTS,4.6,2019,100000,Free,0,Everyone,Sports,2645,41.0
MEDICAL,4.9,28,5000,Free,0,Everyone,Medical,2658,5.7
BUSINESS,4.4,244,1000,Paid,$4.99,Everyone,Business,2982,6.9
FAMILY,2.4,468,10000,Free,0,Everyone,Entertainment,2784,7.2
BUSINESS,4.4,236,10000,Free,0,Everyone,Business,2669,44.0
TOOLS,4.6,57,5000,Free,0,Everyone,Tools,2661,13.0
FINANCE,4.5,4254,100000,Free,0,Everyone,Finance,2970,3.2
GAME,4.5,413,1000,Paid,$4.99,Everyone,Adventure,3074,9.1
TOOLS,4.2,7339,100000,Free,0,Everyone,Tools,2716,4.0
TRAVEL_AND_LOCAL,2.3,9,1000,Free,0,Everyone,Travel & Local,2750,70.0
PARENTING,4.7,658087,10000000,Free,0,Everyone,Parenting,2702,62.0
FAMILY,4.7,19209,100000,Paid,$2.99,Everyone,Role Playing;Action & Adventure,3523,21.0
FAMILY,4.6,13,1000,Free,0,Everyone,Entertainment,3283,1.3
FAMILY,3.7,165,10000,Free,0,Teen,Entertainment,3826,25.0
TRAVEL_AND_LOCAL,4.6,68,10000,Free,0,Everyone,Travel & Local,2893,4.2
GAME,4.3,5785,500000,Free,0,Teen,Racing,3109,93.0
TOOLS,4.2,2588,100000,Free,0,Everyone,Tools,2668,7.6
WEATHER,3.5,2000,100000,Free,0,Everyone,Weather,2634,14.0
DATING,4.1,2560,100000,Free,0,Mature 17+,Dating,2633,56.0
MAPS_AND_NAVIGATION,4.6,16094,1000000,Free,0,Everyone,Maps & Navigation,2634,5.4
FINANCE,4.1,6998,1000000,Free,0,Everyone,Finance,2633,24.0
TOOLS,4.0,22,1000,Paid,$0.99,Everyone,Tools,4024,0.080078125
AUTO_AND_VEHICLES,4.4,805,50000,Free,0,Everyone,Auto & Vehicles,2636,5.6
GAME,4.3,165888,5000000,Free,0,Teen,Role Playing,2634,91.0
MAPS_AND_NAVIGATION,3.8,181,10000,Free,0,Everyone,Maps & Navigation,2659,9.8
SHOPPING,4.2,2099,100000,Free,0,Everyone,Shopping,2854,4.0
MEDICAL,2.6,496,100000,Free,0,Everyone,Medical,2638,24.0
BUSINESS,4.1,308,50000,Free,0,Everyone,Business,2697,14.0
BUSINESS,3.5,13,1000,Free,0,Teen,Business,2948,21.0
ART_AND_DESIGN,4.3,132,10000,Free,0,Everyone,Art & Design,2842,7.7
PERSONALIZATION,4.7,51,1000,Free,0,Everyone,Personalization,4395,0.2529296875
VIDEO_PLAYERS,3.7,430643,50000000,Free,0,Everyone,Video Players & Editors,2695,4.9
FAMILY,4.7,15,1000,Free,0,Teen,Education,2897,4.1
FAMILY,4.6,9652,1000000,Free,0,Everyone,Educational;Education,2649,53.0
FAMILY,4.7,38,500,Free,0,Everyone,Education,2660,5.3
LIBRARIES_AND_DEMO,4.3,434,100000,Free,0,Everyone,Libraries & Demo,2689,16.0
FAMILY,4.1,3863,100000,Paid,$2.99,Everyone,Sports;Action & Adventure,2702,41.0
BUSINESS,4.8,16,500,Free,0,Everyone,Business,2962,4.5
FAMILY,3.8,4,500,Free,0,Everyone,Entertainment,2642,30.0
TRAVEL_AND_LOCAL,3.9,442,50000,Free,0,Everyone,Travel & Local,2830,2.5
COMMUNICATION,3.9,42370,1000000,Free,0,Everyone,Communication,2670,37.0
SPORTS,3.5,4057,500000,Free,0,Everyone,Sports,2716,26.0
GAME,4.0,30008,1000000,Free,0,Mature 17+,Racing,3122,99.0
FAMILY,3.3,10449,1000000,Free,0,Teen,Educational,3240,29.0
TRAVEL_AND_LOCAL,3.1,5572,1000000,Free,0,Everyone,Travel & Local,2653,21.0
EDUCATION,4.0,4815,500000,Free,0,Everyone,Education,2648,19.0
FAMILY,4.5,736824,10000000,Free,0,Teen,Entertainment,2827,20.0
FAMILY,4.1,1407,100000,Free,0,Everyone 10+,Role Playing,2775,3.4
PERSONALIZATION,4.1,157495,10000000,Free,0,Everyone,Personalization,2641,6.4
AUTO_AND_VEHICLES,2.1,83,5000,Free,0,Everyone,Auto & Vehicles,2636,4.8
PHOTOGRAPHY,4.7,233039,10000000,Free,0,Everyone,Photography,2637,24.0
VIDEO_PLAYERS,4.5,1060,100000,Free,0,Everyone,Video Players & Editors,2857,3.2
SOCIAL,5.0,7,100,Free,0,Everyone,Social,2640,18.0
TOOLS,2.5,15,5000,Free,0,Everyone,Tools,3323,0.22265625
COMICS,3.2,1462,100000,Free,0,Mature 17+,Comics,2708,7.1
GAME,3.9,1987,100000,Free,0,Mature 17+,Action,2864,62.0
LIFESTYLE,5.0,33,500,Free,0,Everyone,Lifestyle,2719,28.0
FAMILY,4.6,12,5000,Free,0,Everyone,Education,2931,2.4
FAMILY,5.0,1,10,Free,0,Everyone,Entertainment,2668,5.6
GAME,4.2,13004,100000,Paid,$6.99,Teen,Action,3222,46.0
TOOLS,4.1,7,1000,Free,0,Everyone,Tools,2823,4.2
FAMILY,4.3,12919,1000000,Free,0,Everyone,Educational;Education,2689,94.0
PHOTOGRAPHY,3.5,52,10000,Free,0,Everyone,Photography,3346,1.8
ENTERTAINMENT,4.3,44550,1000000,Free,0,Everyone,Entertainment,2647,72.0
PARENTING,4.1,319,100000,Free,0,Everyone,Parenting,2653,11.0
NEWS_AND_MAGAZINES,4.1,190888,10000000,Free,0,Teen,News & Magazines,2652,11.0
GAME,4.3,3904,10000,Paid,$2.99,Everyone 10+,Action,4054,5.5
EDUCATION,4.7,254519,5000000,Free,0,Everyone,Education,2645,27.0
COMMUNICATION,5.0,1,50,Free,0,Everyone,Communication,3696,0.6669921875
HEALTH_AND_FITNESS,2.6,186,10000,Free,0,Everyone,Health & Fitness,2707,25.0
FAMILY,3.4,1012,100000,Free,0,Teen,Entertainment,2791,12.0
TOOLS,4.2,54,5000,Free,0,Everyone,Tools,2741,22.0
HEALTH_AND_FITNESS,5.0,2,50,Free,0,Everyone,Health & Fitness,2656,8.3
FOOD_AND_DRINK,3.8,1103,100000,Free,0,Everyone,Food & Drink,2687,6.6
SPORTS,4.5,36255,1000000,Free,0,Everyone,Sports,2633,25.0
EDUCATION,4.8,256079,1000000,Free,0,Teen,Education,2653,7.6
LIFESTYLE,4.5,82145,50000000,Free,0,Everyone,Lifestyle,2660,30.0
SHOPPING,4.1,331,50000,Free,0,Everyone,Shopping,2989,10.0
FAMILY,4.6,28,500,Free,0,Everyone,Puzzle,2830,26.0
HEALTH_AND_FITNESS,4.8,39068,500000,Free,0,Everyone,Health & Fitness,2658,4.0
LIFESTYLE,4.1,360,10000,Free,0,Everyone,Lifestyle,4187,4.6
TRAVEL_AND_LOCAL,4.3,34,1000,Free,0,Everyone,Travel & Local,2970,7.6
FOOD_AND_DRINK,5.0,2,50,Free,0,Everyone,Food & Drink,2779,33.0
TOOLS,3.8,40934,1000000,Free,0,Everyone,Tools,2637,5.2
PERSONALIZATION,4.7,29485,1000000,Free,0,Everyone,Personalization,2645,9.9
FAMILY,5.0,8,10,Free,0,Everyone,Education,2633,14.0
GAME,4.5,2,100,Paid,$1.99,Everyone,Arcade,3625,7.8
TOOLS,4.0,3840,100000,Free,0,Everyone,Tools,3058,2.5
GAME,3.1,440,50000,Free,0,Everyone,Arcade,4707,9.1
FAMILY,4.4,103,10000,Free,0,Everyone,Simulation,2908,36.0
FAMILY,4.5,23671,1000000,Free,0,Everyone,Arcade;Pretend Play,2634,91.0
FAMILY,4.1,101,1000,Free,0,Everyone,Education,3142,5.1
VIDEO_PLAYERS,4.5,351168,10000000,Free,0,Everyone,Video Players & Editors,3285,13.0
VIDEO_PLAYERS,4.7,53006,1000000,Free,0,Everyone,Video Players & Editors,2631,44.0
HEALTH_AND_FITNESS,4.1,131,5000,Free,0,Everyone,Health & Fitness,3485,3.4
COMMUNICATION,3.9,684,100000,Free,0,Everyone,Communication,3808,0.0595703125
COMICS,4.7,1677,100000,Free,0,Everyone,Comics,2700,40.0
NEWS_AND_MAGAZINES,4.7,247992,5000000,Free,0,Teen,News & Magazines,2640,22.0
FAMILY,4.1,1060,100000,Free,0,Everyone,Entertainment,2798,2.5
GAME,4.3,112565,1000000,Free,0,Teen,Action,2644,32.0
COMMUNICATION,4.3,335646,10000000,Free,0,Everyone,Communication,2639,8.3
GAME,4.4,17,500,Paid,$4.49,Everyone,Card,2705,4.8
FAMILY,4.7,6188,500000,Free,0,Everyone 10+,Entertainment;Music & Video,2753,49.0
EVENTS,4.6,573,100000,Free,0,Everyone,Events,2653,8.7
FAMILY,4.3,734,10000,Free,0,Everyone,Entertainment,2653,13.0
FAMILY,4.3,103064,5000000,Free,0,Everyone,Entertainment,2660,5.6
GAME,4.5,3197865,100000000,Free,0,Everyone,Arcade,2653,82.0
COMMUNICATION,4.0,122595,1000000,Free,0,Everyone,Communication,2646,30.0
FAMILY,4.2,268,50000,Free,0,Everyone,Education,3188,4.2
SHOPPING,4.0,141584,10000000,Free,0,Teen,Shopping,2634,22.0
FAMILY,3.9,2371,500000,Free,0,Everyone,Educational;Education,2638,8.3
PERSONALIZATION,4.3,10401,1000000,Free,0,Everyone,Personalization,2911,3.3
FAMILY,4.2,9,1000,Free,0,Everyone,Casual,2707,30.0
ENTERTAINMENT,3.9,2646,100000,Free,0,Teen,Entertainment,2801,9.1
GAME,4.4,3057481,50000000,Free,0,Teen,Strategy,2639,14.0
PERSONALIZATION,4.4,40,5000,Free,0,Teen,Personalization,3404,13.0
MEDICAL,4.6,92,1000,Paid,$79.99,Everyone,Medical,2677,32.0
GAME,4.3,275843,10000000,Free,0,Teen,Adventure,2646,41.0
TOOLS,4.3,434,50000,Free,0,Everyone,Tools,2626,3.6
SPORTS,3.5,172373,10000000,Free,0,Everyone,Sports,2653,47.0
FINANCE,4.5,1336246,10000000,Free,0,Everyone,Finance,2631,39.0
LIFESTYLE,4.3,985,500000,Free,0,Everyone,Lifestyle,2695,16.0
TOOLS,3.8,159,10000,Free,0,Everyone,Tools,2736,7.5
FAMILY,3.1,52,5000,Free,0,Everyone,Entertainment,3087,9.8
TOOLS,4.3,255,5000,Paid,$14.99,Everyone,Tools,2640,1.6
NEWS_AND_MAGAZINES,4.3,131028,5000000,Free,0,Teen,News & Magazines,2635,13.0
FAMILY,3.0,4,1000,Free,0,Everyone,Entertainment,2808,19.0
MEDICAL,4.7,6,100,Free,0,Everyone,Medical,3163,5.2
FAMILY,4.3,254861,10000000,Free,0,Teen,Simulation,2633,52.0
GAME,4.7,2066,100000,Free,0,Teen,Casino,2773,25.0
COMMUNICATION,4.3,4785988,500000000,Free,0,Everyone,Communication,2687,11.0
PERSONALIZATION,4.7,127,5000,Free,0,Everyone,Personalization,2722,9.5
COMICS,4.1,690,50000,Free,0,Everyone,Comics,3670,0.43359375
FINANCE,3.5,3856,1000000,Free,0,Everyone,Finance,2634,8.2
DATING,4.5,120,500,Free,0,Mature 17+,Dating,2630,10.0
MAPS_AND_NAVIGATION,2.9,30,5000,Free,0,Everyone,Maps & Navigation,3529,4.8
PHOTOGRAPHY,4.3,4865132,100000000,Free,0,Everyone,Photography,2628,51.0
TOOLS,3.8,3341,100000,Free,0,Everyone,Tools,3469,1.9
MEDICAL,4.3,2108,50000,Free,0,Everyone,Medical,2724,28.0
COMMUNICATION,4.4,36893,1000000,Free,0,Everyone,Communication,2659,4.0
EVENTS,5.0,4,500,Free,0,Everyone,Events,2641,61.0
SPORTS,4.4,133825,10000000,Free,0,Everyone 10+,Sports,2640,34.0
PHOTOGRAPHY,4.2,17,5000,Free,0,Everyone,Photography,2645,3.4
GAME,4.5,1138239,50000000,Free,0,Teen,Arcade,2697,59.0
GAME,4.5,121533,10000000,Free,0,Everyone,Arcade,3493,63.0
FAMILY,3.5,208,10000,Free,0,Everyone,Education,2666,13.0
TRAVEL_AND_LOCAL,3.0,331,50000,Free,0,Everyone,Travel & Local,2774,7.8
FAMILY,3.9,84,10000,Free,0,Everyone,Entertainment,3251,11.0
LIFESTYLE,4.0,448,50000,Free,0,Everyone,Lifestyle,2687,3.1
PRODUCTIVITY,4.6,3362,50000,Free,0,Everyone,Productivity,2886,0.73828125
FINANCE,2.0,207,10000,Free,0,Everyone,Finance,2799,2.9
GAME,3.3,19291,1000000,Free,0,Everyone,Board,2844,5.1
FAMILY,4.5,7050,1000000,Free,0,Everyone,Educational;Education,2699,24.0
GAME,4.5,32831,500000,Free,0,Teen,Casino,3079,24.0
FAMILY,4.2,449,10000,Free,0,Teen,Casual,2799,56.0
PERSONALIZATION,4.4,10093,1000000,Free,0,Everyone,Personalization,3520,5.5
FAMILY,4.6,106750,1000000,Free,0,Everyone,Simulation;Action & Adventure,2666,94.0
GAME,4.0,6386,500000,Free,0,Everyone,Arcade,2888,24.0
COMMUNICATION,3.7,21,500,Paid,$0.99,Everyone,Communication,2635,20.0
MEDICAL,4.1,1533,50000,Paid,$11.99,Mature 17+,Medical,4088,42.0
TOOLS,4.6,154,10000,Free,0,Everyone,Tools,2639,6.6
FAMILY,3.6,5,1000,Free,0,Everyone,Education,2662,5.4
FAMILY,4.4,17945,1000000,Free,0,Mature 17+,Entertainment,2689,9.5
FINANCE,4.4,250719,10000000,Free,0,Everyone,Finance,2634,37.0
LIFESTYLE,1.7,686,10000,Free,0,Everyone,Lifestyle,2654,6.6
FINANCE,4.8,4,1000,Free,0,Everyone,Finance,3075,4.5
TOOLS,4.5,12759815,100000000,Free,0,Everyone,Tools,2640,15.0
SPORTS,4.2,342912,10000000,Free,0,Everyone,Sports,2631,6.0
FAMILY,4.4,75,500,Free,0,Everyone,Education,3093,3.7
FAMILY,4.1,78,10000,Free,0,Everyone,Educational,3154,0.7685546875
GAME,3.4,4490,100000,Free,0,Everyone 10+,Action,2947,92.0
FAMILY,4.4,12,1000,Free,0,Teen,Casual,2736,19.0
GAME,4.2,2113,100000,Free,0,Everyone 10+,Action,2733,67.0
LIFESTYLE,4.5,8096,1000000,Free,0,Mature 17+,Lifestyle,2631,16.0
BUSINESS,4.9,27,100,Free,0,Everyone,Business,2639,6.0
GAME,4.5,2431,100000,Free,0,Teen,Adventure,2904,24.0
TOOLS,4.5,1439,10000,Free,0,Everyone,Tools,2656,15.0
FAMILY,4.5,96658,1000000,Free,0,Everyone 10+,Role Playing,3694,26.0
FINANCE,3.7,155,100000,Free,0,Everyone,Finance,2635,3.9
GAME,4.3,24628,1000000,Free,0,Everyone,Action,2639,88.0
GAME,4.4,16601,500000,Free,0,Teen,Role Playing,2639,55.0
FAMILY,4.5,65,5000,Free,0,Everyone,Education,3547,0.458984375
COMMUNICATION,4.5,4,100,Free,0,Everyone,Communication,4065,8.1
GAME,4.7,57,1000,Free,0,Everyone,Word,2906,12.0
FAMILY,4.5,15,1000,Free,0,Everyone,Simulation,3060,46.0
MEDICAL,4.3,6,1000,Free,0,Everyone,Medical,3136,5.3
TOOLS,4.3,39833,1000000,Free,0,Everyone,Tools,2656,9.9
TOOLS,4.2,155,10000,Free,0,Everyone,Tools,2791,16.0
TOOLS,4.0,202,50000,Free,0,Everyone,Tools,2772,2.9
BOOKS_AND_REFERENCE,5.0,5,50,Paid,$1.75,Everyone,Books & Reference,3661,7.2
COMMUNICATION,4.2,6454,5000000,Free,0,Everyone,Communication,2723,15.0
LIFESTYLE,5.0,141,1000,Free,0,Everyone,Lifestyle,2763,15.0
COMMUNICATION,4.2,10,5000,Free,0,Everyone,Communication,3458,3.1
FAMILY,3.7,464,50000,Free,0,Everyone,Education,4086,1.9
TOOLS,4.3,3509,1000000,Free,0,Everyone,Tools,3639,6.5
FAMILY,3.8,3597,100000,Free,0,Everyone 10+,Entertainment,2634,25.0
PHOTOGRAPHY,4.0,223,50000,Free,0,Everyone,Photography,2910,1.7
AUTO_AND_VEHICLES,4.9,7774,100000,Free,0,Everyone,Auto & Vehicles,2662,17.0
PHOTOGRAPHY,4.2,329,100000,Free,0,Everyone,Photography,2894,4.8
GAME,4.3,43055,5000000,Free,0,Everyone,Action;Action & Adventure,2666,95.0
DATING,3.0,837,100000,Free,0,Mature 17+,Dating,2649,9.4
MEDICAL,4.3,5521,100000,Free,0,Everyone,Medical,2664,22.0
TOOLS,4.5,648380,10000000,Free,0,Everyone,Tools,2633,24.0
GAME,4.6,101686,10000000,Free,0,Everyone,Puzzle,2630,31.0
GAME,4.3,771001,50000000,Free,0,Everyone 10+,Action,2684,52.0
LIFESTYLE,2.8,17,5000,Free,0,Everyone,Lifestyle,2636,3.1
HOUSE_AND_HOME,3.9,59660,1000000,Free,0,Everyone,House & Home,3138,72.0
LIBRARIES_AND_DEMO,4.1,66,10000,Free,0,Everyone,Libraries & Demo,3175,0.7109375
FAMILY,3.9,11,500,Paid,$4.99,Everyone,Education,2644,27.0
TOOLS,4.2,2630,100000,Free,0,Everyone,Tools,3178,18.0
SPORTS,4.8,1660,10000,Free,0,Everyone,Sports,2690,4.7
VIDEO_PLAYERS,4.3,1659,100000,Free,0,Everyone,Video Players & Editors,3024,3.7
BEAUTY,4.5,134,10000,Free,0,Everyone,Beauty,2786,17.0
FAMILY,4.0,664,100000,Free,0,Everyone,Education,2863,2.1
FAMILY,4.8,5,10,Free,0,Everyone,Education,2950,1.5
GAME,4.2,1500622,100000000,Free,0,Everyone,Action,2747,33.0
NEWS_AND_MAGAZINES,4.7,2543,500000,Free,0,Everyone,News & Magazines,2646,6.3
TOOLS,5.0,6,100,Free,0,Everyone,Tools,3722,11.0
MEDICAL,3.5,19,5000,Free,0,Everyone,Medical,2714,2.2
FAMILY,4.5,6404,500000,Free,0,Everyone,Educational;Brain Games,2649,46.0
DATING,3.3,4631,100000,Free,0,Mature 17+,Dating,2630,45.0
LIFESTYLE,4.4,39364,5000000,Free,0,Everyone,Lifestyle,2648,28.0
PERSONALIZATION,4.9,934,10000,Free,0,Everyone,Personalization,4017,3.8
SPORTS,4.6,169,10000,Free,0,Everyone,Sports,2638,19.0
FINANCE,3.6,48,5000,Free,0,Everyone,Finance,2751,26.0
VIDEO_PLAYERS,4.2,1008,100000,Free,0,Everyone,Video Players & Editors,3765,1.7
COMMUNICATION,4.7,573,10000,Free,0,Mature 17+,Communication,2662,53.0
WEATHER,3.8,30,1000,Paid,$6.99,Everyone,Weather,3816,2.0
TOOLS,4.2,54063,5000000,Free,0,Everyone,Tools,2694,16.0
SPORTS,4.4,133833,10000000,Free,0,Everyone 10+,Sports,2640,34.0
WEATHER,4.6,3963,100000,Free,0,Everyone,Weather,2648,23.0
LIFESTYLE,4.6,147,10000,Free,0,Everyone,Lifestyle,3089,9.8
GAME,3.9,178723,10000000,Free,0,Everyone,Racing,3217,65.0
BUSINESS,5.0,4,100,Free,0,Everyone,Business,2641,24.0
FAMILY,4.5,2931,100000,Free,0,Everyone,Entertainment,2995,0.798828125
HEALTH_AND_FITNESS,2.0,136,10000,Free,0,Everyone,Health & Fitness,2714,15.0
BUSINESS,4.8,19,100,Free,0,Everyone,Business,2683,21.0
FOOD_AND_DRINK,4.2,8509,1000000,Free,0,Everyone,Food & Drink,2653,17.0
GAME,4.5,26744,500000,Free,0,Teen,Casino,2638,51.0
FAMILY,4.4,7,500,Free,0,Everyone,Education,3401,6.3
LIFESTYLE,2.9,6627,500000,Free,0,Everyone,Lifestyle,2633,18.0
FINANCE,4.5,19870,1000000,Free,0,Everyone,Finance,2641,7.4
FAMILY,4.5,1007,100000,Free,0,Everyone,Entertainment,2664,5.2
BOOKS_AND_REFERENCE,3.9,1778,500000,Free,0,Mature 17+,Books & Reference,4018,4.9
GAME,4.4,3716278,50000000,Free,0,Teen,Action,2641,36.0
EVENTS,4.3,5839,100000,Free,0,Everyone,Events,3264,3.5
LIFESTYLE,5.0,5,100,Free,0,Everyone,Lifestyle,3461,15.0
NEWS_AND_MAGAZINES,4.6,89,5000,Free,0,Everyone,News & Magazines,2798,5.7
SPORTS,3.9,9765,1000000,Free,0,Everyone,Sports,3090,14.0
SPORTS,4.3,6,100,Free,0,Everyone,Sports,2734,11.0
BUSINESS,2.9,97,10000,Free,0,Everyone,Business,2682,9.9
TRAVEL_AND_LOCAL,4.4,134895,10000000,Free,0,Everyone,Travel & Local,2664,50.0
PARENTING,4.7,39,10000,Free,0,Everyone,Parenting,2659,95.0
PHOTOGRAPHY,3.5,77,1000,Paid,$19.99,Everyone,Photography,3277,1.2
FINANCE,3.8,4231,100000,Free,0,Everyone,Finance,2646,82.0
HEALTH_AND_FITNESS,3.4,2105,100000,Free,0,Everyone,Health & Fitness,2978,8.2
FAMILY,4.1,227,10000,Free,0,Teen,Educational,2674,69.0
EDUCATION,4.7,52743,1000000,Free,0,Everyone,Education,2852,5.4
TOOLS,4.4,29,10000,Free,0,Everyone,Tools,3928,0.068359375
PHOTOGRAPHY,4.3,251951,10000000,Free,0,Mature 17+,Photography,2654,16.0
GAME,4.1,21223,1000000,Free,0,Teen,Adventure,2736,48.0
BUSINESS,4.4,6997,100000,Free,0,Everyone,Business,2659,4.6
TOOLS,4.0,32879,5000000,Free,0,Everyone,Tools,2630,3.2
TOOLS,2.5,247,10000,Free,0,Everyone,Tools,3137,8.2
SHOPPING,4.5,18,1000,Free,0,Everyone,Shopping,2654,0.970703125
SHOPPING,4.3,109124,10000000,Free,0,Everyone,Shopping,2632,22.0
SPORTS,4.6,216,10000,Free,0,Everyone,Sports,2632,40.0
NEWS_AND_MAGAZINES,3.9,877643,1000000000,Free,0,Teen,News & Magazines,2633,13.0
GAME,4.3,314774,5000000,Free,0,Teen,Action,4413,43.0
FAMILY,5.0,2,500,Free,0,Everyone,Education,3008,2.6
PERSONALIZATION,5.0,13,100,Paid,$1.49,Everyone,Personalization,3117,0.48828125
PHOTOGRAPHY,4.6,126337,1000000,Free,0,Everyone,Photography,3137,9.6
PRODUCTIVITY,3.6,4832,1000000,Free,0,Everyone,Productivity,3250,2.4
AUTO_AND_VEHICLES,4.0,1754,500000,Free,0,Everyone,Auto & Vehicles,2693,14.0
TOOLS,4.6,79,1000,Free,0,Everyone,Tools,2899,3.0
GAME,3.9,6988,100000,Free,0,Everyone 10+,Racing,3675,35.0
TRAVEL_AND_LOCAL,4.3,64713,1000000,Free,0,Everyone,Travel & Local,2686,58.0
GAME,4.3,101762,1000000,Free,0,Teen,Action,3780,11.0
SPORTS,3.7,20879,1000000,Free,0,Everyone,Sports,2686,22.0
SPORTS,4.3,63782,5000000,Free,0,Everyone,Sports,2627,24.0
GAME,3.9,71,10000,Free,0,Teen,Action,3241,52.0
BUSINESS,3.9,213,1000,Free,0,Everyone,Business,2686,2.9
NEWS_AND_MAGAZINES,4.0,2,50,Free,0,Everyone,News & Magazines,3083,12.0
PRODUCTIVITY,4.4,577059,50000000,Free,0,Everyone,Productivity,3357,1.5
DATING,4.1,17268,500000,Free,0,Mature 17+,Dating,2670,40.0
BOOKS_AND_REFERENCE,3.9,9,1000,Free,0,Everyone,Books & Reference,2920,8.8
HEALTH_AND_FITNESS,4.3,16943,1000000,Free,0,Everyone,Health & Fitness,2635,32.0
SHOPPING,4.5,6200739,100000000,Free,0,Everyone,Shopping,2631,15.0
FAMILY,3.9,751,100000,Free,0,Everyone,Entertainment,3242,17.0
MEDICAL,4.2,345,50000,Free,0,Everyone,Medical,2826,14.0
PARENTING,4.0,3346,1000000,Free,0,Everyone,Parenting;Music & Video,2680,37.0
PRODUCTIVITY,4.0,4,500,Free,0,Everyone,Productivity,2654,8.2
FAMILY,4.2,91,10000,Free,0,Everyone,Entertainment,2695,3.8
PERSONALIZATION,4.1,720,100000,Free,0,Everyone,Personalization,2774,10.0
TOOLS,4.3,3943,100000,Free,0,Everyone,Tools,2703,11.0
TRAVEL_AND_LOCAL,3.2,852,100000,Free,0,Everyone,Travel & Local,2634,37.0
PRODUCTIVITY,4.3,176,100000,Free,0,Everyone,Productivity,3306,2.3
SOCIAL,4.3,51569,1000000,Free,0,Teen,Social,2635,26.0
FAMILY,3.0,119,50000,Free,0,Everyone,Entertainment,2855,3.9
SHOPPING,4.2,31519,1000000,Free,0,Everyone,Shopping,2683,21.0
HOUSE_AND_HOME,3.9,6631,1000000,Free,0,Everyone,House & Home,3872,5.5
NEWS_AND_MAGAZINES,4.3,697,50000,Free,0,Everyone,News & Magazines,3113,5.7
TOOLS,3.9,19758,5000000,Free,0,Everyone,Tools,2832,2.9
GAME,4.0,29462,1000000,Free,0,Teen,Music,2681,44.0
GAME,4.4,38419,1000000,Paid,$0.99,Everyone 10+,Action,2631,100.0
EDUCATION,4.7,142632,5000000,Free,0,Everyone,Education,2653,6.9
BUSINESS,4.4,2287,1000000,Free,0,Everyone,Business,2761,1.5
MEDICAL,3.9,265,10000,Free,0,Everyone,Medical,3655,0.697265625
SHOPPING,3.7,18253,10000000,Free,0,Everyone,Shopping,2628,10.0
GAME,4.4,74673,10000000,Free,0,Everyone,Casual,2659,17.0
LIBRARIES_AND_DEMO,4.2,86,10000,Free,0,Everyone,Libraries & Demo,3175,0.4482421875
LIBRARIES_AND_DEMO,4.5,60170,1000000,Free,0,Everyone,Libraries & Demo,2652,28.0
GAME,4.0,7718,100000,Free,0,Everyone,Action,2632,46.0
FAMILY,4.3,472584,10000000,Free,0,Everyone,Simulation;Action & Adventure,2632,91.0
BUSINESS,4.6,48,1000,Free,0,Everyone,Business,2978,7.4
GAME,4.2,1500999,100000000,Free,0,Everyone,Action,2747,33.0
LIFESTYLE,3.7,34079,5000000,Free,0,Everyone,Lifestyle,2705,9.2
FAMILY,4.8,21,1000,Free,0,Everyone,Role Playing,2661,49.0
EVENTS,4.0,9,1000,Free,0,Everyone,Events,2857,3.3
VIDEO_PLAYERS,4.6,98819,5000000,Free,0,Everyone,Video Players & Editors,2628,27.0
PRODUCTIVITY,4.3,369,10000,Free,0,Everyone,Productivity,2647,11.0
BEAUTY,4.3,18,5000,Free,0,Everyone,Beauty,2694,3.2
SHOPPING,4.0,141613,10000000,Free,0,Teen,Shopping,2634,22.0
TOOLS,4.4,9,50,Paid,$2.99,Everyone,Tools,2723,33.0
PARENTING,4.2,20,10000,Free,0,Everyone,Parenting,3028,17.0
GAME,4.3,5091448,100000000,Free,0,Everyone,Arcade,2653,41.0
GAME,4.2,1185148,100000000,Free,0,Everyone,Arcade,2633,29.0
PERSONALIZATION,4.7,42,5000,Free,0,Everyone,Personalization,3081,10.0
FAMILY,3.3,8642,500000,Free,0,Teen,Casual,2847,19.0
PRODUCTIVITY,4.0,2194,500000,Free,0,Everyone,Productivity,2779,17.0
BUSINESS,5.0,3,10,Free,0,Everyone,Business,2808,1.5
FINANCE,4.3,23,1000,Free,0,Everyone,Finance,2633,93.0
BUSINESS,2.7,11,1000,Free,0,Everyone,Business,2880,6.8
GAME,2.4,45,10000,Free,0,Teen,Card,3338,4.1
GAME,4.5,4147718,100000000,Free,0,Everyone,Arcade,3612,79.0
MEDICAL,4.0,6,100,Paid,$39.99,Everyone,Medical,2752,1.3
GAME,4.4,41975,1000000,Free,0,Everyone,Racing,2646,79.0
