Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type
57.85,Male,82.15,1.87,170.85,143.51,54.96,1.56,1623.65,Cardio
21.73,Male,96.74,1.63,179.79,161.88,62.08,1.35,1784.97,HIIT
48.77,Male,50.36,1.54,179.23,152.88,63.14,1.29,928.8,Yoga
21.1,Male,93.4,1.73,185.98,146.17,72.1,1.0,880.0,Cardio
32.79,Male,117.2,1.61,166.16,129.43,55.0,1.03,1358.47,HIIT
30.03,Female,77.74,1.77,165.86,129.6,62.08,1.4,1852.62,HIIT
19.27,Female,65.94,1.58,169.67,120.68,57.0,1.47,1059.28,Yoga
28.99,Male,48.88,1.57,168.15,131.52,53.29,1.34,964.0,Yoga
53.04,Male,56.83,1.55,171.06,141.26,54.18,1.13,1492.84,HIIT
56.01,Male,84.16,1.63,184.38,140.39,52.29,1.01,968.79,Cardio
46.24,Female,73.35,1.87,187.86,161.08,64.16,1.31,943.99,Yoga
49.23,Male,82.91,1.87,183.13,158.02,52.88,1.29,1239.43,Cardio
53.86,Female,64.06,1.53,170.96,119.73,58.11,1.74,1357.2,Yoga
21.86,Male,45.76,1.77,164.09,138.59,72.85,1.05,1270.5,HIIT
36.19,Female,70.45,1.65,165.16,126.45,64.99,1.22,1210.0,Strength
27.1,Male,52.92,1.58,165.78,142.42,61.96,1.27,913.64,Yoga
46.97,Female,39.44,1.76,173.07,132.09,62.85,0.8,792.0,Strength
36.83,Female,52.58,1.71,183.98,155.59,49.86,1.13,814.96,Yoga
38.19,Male,76.13,1.58,199.12,129.99,52.98,0.74,895.4,HIIT
25.03,Female,46.53,1.71,184.99,142.35,55.81,0.9,891.0,Strength
28.04,Male,79.63,1.59,181.35,129.94,54.12,1.48,1421.98,Cardio
56.08,Male,109.56,1.66,187.7,166.29,66.04,1.3,935.22,Yoga
39.12,Female,106.76,1.88,161.59,160.25,59.22,0.73,883.3,HIIT
49.84,Male,52.01,1.5,182.18,140.91,57.78,1.32,1305.61,Strength
41.99,Male,50.47,1.75,163.17,162.05,50.96,1.29,1704.22,HIIT
43.42,Male,42.24,1.66,173.08,133.85,52.92,0.74,897.03,HIIT
45.89,Female,61.46,1.71,180.97,153.15,61.07,1.67,1302.6,Yoga
31.76,Male,59.0,1.66,183.83,160.33,64.23,0.51,505.36,Strength
57.17,Male,52.84,1.57,168.85,150.67,67.06,1.04,996.74,Cardio
25.18,Female,120.0,1.83,179.09,120.02,50.72,1.03,1357.33,HIIT
44.97,Female,118.7,1.95,178.25,167.86,59.11,1.06,1146.71,Strength
43.15,Female,55.69,1.82,159.69,123.98,65.88,1.07,1292.35,HIIT
25.9,Male,62.02,1.61,198.13,138.52,57.97,1.89,2206.2,Strength
41.34,Male,81.69,1.87,166.86,128.14,59.23,1.87,2189.58,Strength
35.39,Male,64.4,1.74,197.8,142.24,70.77,1.03,988.8,Cardio
42.9,Female,56.78,1.79,174.94,166.32,61.84,1.98,1544.4,Yoga
39.68,Male,57.82,1.71,168.05,143.15,61.16,1.87,2187.9,Strength
57.78,Male,74.84,1.78,160.98,140.18,63.12,1.05,756.63,Yoga
38.63,Male,60.1,1.83,169.91,153.78,58.82,1.34,1770.27,HIIT
18.0,Female,57.87,1.61,174.87,149.94,71.3,1.9,1483.14,Yoga
36.79,Female,68.95,1.51,196.17,129.79,66.05,0.7,614.88,Cardio
50.03,Female,50.98,1.5,181.77,140.75,58.13,1.33,1612.23,HIIT
57.0,Female,81.18,1.86,162.1,145.06,70.19,1.8,2106.0,Strength
21.23,Male,111.64,1.69,193.05,132.8,58.93,1.06,698.96,Yoga
42.14,Female,84.47,1.81,189.12,150.52,64.84,1.55,2213.09,HIIT
37.1,Male,47.74,1.67,163.41,131.57,74.01,1.39,1376.1,Strength
41.85,Male,50.7,1.75,163.57,161.68,50.99,1.29,1395.52,Strength
29.22,Female,55.47,1.61,177.16,127.94,51.08,1.42,1407.08,Strength
46.89,Female,127.97,1.65,198.01,156.66,59.92,0.78,686.4,Cardio
25.73,Male,76.47,1.79,176.86,156.6,72.95,1.17,1263.6,Strength
40.08,Female,58.02,1.56,173.85,136.23,62.77,0.62,613.8,Strength
35.36,Male,55.07,1.56,186.67,138.97,55.75,1.71,1778.4,Cardio
36.55,Male,70.98,1.64,161.4,119.65,72.83,1.11,1198.8,Strength
55.02,Male,85.88,1.77,175.6,157.48,61.27,1.0,1080.9,Strength
24.03,Female,60.22,1.79,170.1,164.94,62.93,1.98,2316.6,Strength
37.87,Male,122.87,1.62,161.25,164.49,65.02,1.36,1303.42,Cardio
54.98,Male,71.29,1.62,165.72,162.05,67.96,0.54,475.2,Cardio
19.98,Female,74.56,1.58,172.21,165.83,62.16,1.05,754.74,Yoga
18.0,Female,52.13,1.74,187.05,165.12,58.09,1.2,1055.04,Cardio
51.31,Female,53.83,1.53,166.91,134.76,69.04,1.11,1467.64,HIIT
19.01,Male,58.32,1.77,181.08,135.82,52.99,1.39,1681.9,HIIT
52.72,Male,125.11,1.91,170.85,136.85,70.22,0.51,505.36,Strength
46.73,Male,41.41,1.58,159.84,163.06,68.07,1.03,990.45,Cardio
41.03,Male,93.99,1.62,172.01,138.63,50.04,1.12,1477.17,HIIT
45.15,Female,51.17,1.64,170.14,135.74,49.91,1.45,1432.89,Strength
53.23,Male,67.91,1.7,181.22,138.9,56.79,1.06,1144.8,Strength
19.02,Female,72.32,1.94,199.01,147.7,62.04,1.17,1546.97,HIIT
46.9,Male,79.99,1.77,171.14,148.28,67.97,0.71,468.17,Yoga
20.94,Female,110.71,1.69,192.7,132.9,59.33,1.07,1294.7,HIIT
38.86,Male,59.36,1.83,169.92,154.08,59.07,1.36,1306.69,Cardio
22.73,Female,121.24,1.85,196.3,166.98,52.83,0.72,633.02,Cardio
38.2,Male,84.65,1.73,163.79,151.11,51.02,1.66,1293.8,Yoga
49.88,Male,50.51,1.69,161.81,156.18,59.87,1.31,865.39,Yoga
22.64,Female,108.01,1.91,196.68,134.01,50.23,0.88,773.7,Cardio
51.92,Male,86.18,1.8,190.4,135.91,66.09,1.7,1327.02,Yoga
42.85,Female,52.9,1.59,187.12,136.05,72.25,0.82,540.71,Yoga
29.72,Male,78.33,1.77,165.6,130.64,62.18,1.42,1024.1,Yoga
39.87,Female,93.58,1.93,188.04,156.93,59.86,1.39,919.07,Yoga
47.81,Female,73.56,1.59,195.8,149.31,63.95,1.19,1285.2,Strength
51.96,Female,44.48,1.62,178.94,121.33,60.83,1.41,1706.1,HIIT
18.0,Female,92.63,1.74,194.93,167.83,50.17,1.41,1701.45,HIIT
32.36,Female,68.41,1.66,167.27,121.94,53.94,1.11,1065.6,Cardio
22.31,Female,42.39,1.56,174.19,132.91,66.14,1.47,1938.78,HIIT
25.48,Female,82.16,1.95,188.21,136.42,73.93,1.95,2792.79,HIIT
52.79,Female,73.3,1.55,194.29,152.81,71.93,1.18,1273.34,Strength
57.28,Male,82.53,1.69,188.4,154.96,62.97,1.15,827.31,Yoga
37.76,Male,83.19,1.74,164.27,150.93,50.9,1.66,1940.71,Strength
58.19,Female,109.73,1.75,181.3,167.61,54.06,1.01,666.6,Yoga
57.94,Female,63.17,1.78,175.84,153.99,73.01,1.57,1841.14,Strength
56.0,Male,58.17,1.68,167.96,156.11,73.9,1.59,1860.3,Strength
18.0,Male,65.21,1.55,183.93,161.24,58.98,1.42,1533.6,Strength
26.91,Male,52.86,1.58,166.01,142.34,62.02,1.26,1209.6,Cardio
55.14,Male,70.46,1.62,166.1,162.0,68.0,0.55,666.71,HIIT
40.0,Male,59.53,1.88,182.8,141.36,60.92,1.21,1598.53,HIIT
50.81,Male,64.93,1.6,168.59,125.16,54.98,1.49,1968.44,HIIT
52.19,Female,52.58,1.67,169.07,123.68,52.18,1.51,1823.78,HIIT
52.36,Male,44.3,1.62,179.27,121.23,60.88,1.41,929.75,Yoga
48.63,Female,57.56,1.51,185.05,126.29,51.87,1.36,1468.8,Strength
39.19,Female,63.9,1.71,178.33,125.39,56.12,1.89,2207.9,Strength
57.07,Male,55.38,1.99,169.77,125.83,69.88,1.14,1501.04,HIIT
45.22,Female,58.06,1.72,194.04,150.18,65.04,1.31,1413.62,Strength
53.12,Female,124.88,1.91,171.1,137.03,70.33,0.53,350.12,Yoga
26.84,Female,61.11,1.8,168.93,143.73,72.0,1.48,1462.54,Strength
19.36,Female,76.75,1.62,167.94,131.55,50.82,1.35,1459.22,Strength
44.98,Female,71.16,1.69,172.16,144.0,63.08,1.37,1656.19,HIIT
49.21,Female,45.91,1.72,169.01,119.95,71.99,1.39,1001.63,Yoga
55.34,Female,76.39,1.73,196.07,157.8,64.9,1.08,711.5,Yoga
25.2,Female,53.55,1.7,190.12,164.09,56.04,0.59,715.2,HIIT
44.42,Male,85.65,1.97,196.5,166.72,49.68,1.67,2382.59,HIIT
43.75,Male,60.0,1.65,176.66,168.39,54.21,1.27,914.4,Yoga
31.39,Male,64.35,1.7,160.01,144.34,69.87,1.97,2814.93,HIIT
31.93,Male,56.23,1.57,170.75,166.72,72.12,1.65,2357.68,HIIT
37.82,Male,76.72,1.58,199.17,129.96,53.19,0.74,733.93,Strength
42.87,Male,61.34,1.88,175.19,163.18,68.21,1.03,680.42,Yoga
45.3,Male,72.8,1.75,184.18,148.04,50.18,1.14,821.48,Yoga
27.28,Female,106.54,1.86,181.75,122.92,50.05,1.34,1622.87,HIIT
46.31,Male,60.28,1.68,165.03,147.58,61.95,1.16,1253.84,Strength
56.76,Male,62.85,1.52,168.31,143.1,51.04,0.91,901.72,Strength
52.18,Female,61.08,1.69,160.23,152.45,62.93,1.79,2095.91,Strength
50.48,Female,65.42,1.57,192.21,132.06,72.99,1.25,1100.0,Cardio
23.93,Male,40.58,1.64,168.32,168.55,55.12,0.99,980.99,Strength
35.86,Male,100.0,1.99,188.72,147.07,72.98,1.33,878.6,Yoga
51.71,Female,81.39,1.73,166.32,136.99,53.12,1.01,969.6,Cardio
25.1,Male,62.76,1.65,174.12,142.05,61.18,1.21,796.42,Yoga
38.01,Male,59.56,1.72,196.3,147.94,68.44,1.07,770.4,Yoga
47.0,Female,80.56,1.77,170.62,149.06,67.88,0.72,475.2,Yoga
56.36,Male,82.05,1.87,186.73,124.12,73.92,1.51,2154.32,HIIT
33.96,Female,115.43,1.81,180.79,166.7,66.93,1.36,1650.09,HIIT
24.97,Female,88.62,1.95,182.02,130.69,67.86,1.4,920.64,Yoga
18.0,Male,67.41,1.75,170.07,121.76,61.3,0.93,817.66,Cardio
58.94,Female,125.32,1.69,167.38,149.07,68.16,1.23,1488.3,HIIT
26.41,Female,76.49,1.63,199.07,138.87,71.9,1.08,1068.23,Strength
21.95,Male,95.43,1.63,180.12,161.85,61.79,1.35,969.57,Yoga
39.25,Male,61.94,1.64,194.93,127.31,54.18,0.96,846.34,Cardio
48.18,Female,68.73,1.74,160.2,166.75,57.87,1.48,1602.4,Strength
26.94,Male,76.01,1.97,180.11,165.1,61.09,1.13,1367.3,HIIT
29.25,Male,49.19,1.57,168.62,132.61,52.93,1.32,949.61,Yoga
55.8,Male,59.01,1.56,182.09,155.54,57.21,1.26,1208.59,Cardio
39.26,Male,93.86,1.7,191.34,155.25,49.95,1.09,784.8,Yoga
38.11,Female,80.71,1.71,187.25,148.32,57.85,1.52,1779.77,Strength
28.21,Male,114.53,1.87,183.84,165.68,54.78,1.04,1123.2,Strength
54.03,Female,49.85,1.61,187.68,156.96,67.22,1.48,975.91,Yoga
48.57,Male,61.11,1.87,180.12,130.85,61.25,1.14,1502.29,HIIT
56.97,Male,121.92,1.89,164.29,133.58,58.03,1.12,739.2,Yoga
49.88,Female,80.52,1.77,175.01,129.06,59.07,1.85,2164.5,Strength
44.3,Male,77.59,1.79,198.55,165.59,52.94,1.41,928.91,Yoga
49.84,Female,55.59,1.55,175.24,121.77,64.85,1.85,1444.11,Yoga
51.16,Male,59.44,1.65,198.04,153.23,53.09,1.23,1626.31,HIIT
45.33,Female,118.26,1.95,177.97,167.89,58.99,1.07,1155.6,Strength
47.06,Female,98.9,1.9,198.93,147.93,63.9,0.75,495.0,Yoga
38.93,Male,63.97,1.69,190.04,147.86,58.04,1.25,1650.0,HIIT
39.11,Male,59.32,1.83,170.4,153.46,59.23,1.35,1782.0,HIIT
27.28,Male,76.92,1.97,179.96,165.01,60.92,1.14,1128.6,Strength
46.88,Male,88.13,1.6,185.9,126.23,60.08,1.86,1450.8,Yoga
33.4,Female,58.6,1.53,180.75,126.5,50.14,1.84,2154.46,Strength
43.07,Male,66.62,1.85,169.95,121.09,58.27,1.18,1038.4,Cardio
21.74,Male,71.23,1.93,161.59,139.34,53.01,1.42,1875.96,HIIT
46.09,Male,60.92,1.72,181.02,152.73,61.1,1.66,1293.8,Yoga
49.88,Male,69.8,1.68,182.04,135.03,50.8,1.2,1057.92,Cardio
29.96,Female,79.85,1.62,180.92,165.77,66.17,1.25,1199.0,Cardio
50.92,Female,59.91,1.71,167.85,168.98,60.23,1.14,1128.6,Strength
19.06,Female,99.64,1.7,196.78,162.1,74.19,0.84,737.18,Cardio
30.95,Female,48.94,1.62,181.9,156.94,52.07,0.56,491.9,Cardio
51.95,Female,58.21,1.56,166.2,152.06,67.78,1.65,1931.98,Strength
21.23,Male,59.66,1.7,178.97,123.33,51.87,1.98,2318.38,Strength
46.95,Male,69.23,1.76,160.81,137.39,65.89,1.37,987.22,Yoga
42.05,Female,49.45,1.5,173.12,131.27,63.32,1.15,1516.74,HIIT
54.16,Female,58.63,1.59,185.79,166.43,73.04,1.08,1069.2,Strength
18.92,Male,63.39,1.53,166.07,166.76,57.87,1.34,1285.33,Cardio
24.92,Male,105.27,1.88,173.87,155.3,67.0,1.34,1449.61,Strength
53.81,Male,67.29,1.54,182.19,140.16,49.9,0.72,870.41,HIIT
26.45,Male,64.47,1.5,194.05,134.21,60.06,1.93,2005.66,Cardio
51.92,Female,84.35,1.85,188.78,151.98,49.92,1.19,1177.03,Strength
53.53,Male,67.17,1.68,191.26,163.59,63.12,0.55,665.5,HIIT
52.07,Female,51.72,1.66,169.34,123.5,51.92,1.49,1802.9,HIIT
31.04,Female,48.78,1.65,163.04,166.29,59.9,1.11,1095.9,Strength
51.8,Male,84.46,1.8,190.11,136.03,66.01,1.69,2418.56,HIIT
39.91,Male,59.94,1.88,183.03,140.99,61.26,1.21,1307.89,Strength
45.05,Male,50.6,1.79,181.72,129.69,58.9,0.74,895.4,HIIT
48.84,Female,41.92,1.52,170.87,130.02,69.97,1.1,1332.21,HIIT
27.69,Female,58.72,2.0,197.94,135.03,64.95,1.33,1754.14,HIIT
30.99,Female,87.18,1.76,172.22,150.63,65.95,1.28,1689.6,HIIT
30.97,Female,87.13,1.76,171.9,150.75,65.86,1.29,1234.27,Cardio
52.19,Female,52.37,1.67,169.36,123.86,52.18,1.51,1328.8,Cardio
55.94,Female,48.39,1.87,165.12,156.22,50.95,0.68,449.21,Yoga
22.25,Female,78.67,1.7,177.39,137.96,66.14,1.35,1780.52,HIIT
34.03,Female,75.53,1.94,181.06,141.0,71.9,1.17,1544.4,HIIT
38.72,Male,127.74,1.82,180.11,160.83,69.79,1.25,902.25,Yoga
18.0,Male,66.95,1.57,192.86,127.17,63.04,1.08,776.95,Yoga
22.32,Male,85.97,1.9,186.04,127.89,57.95,1.91,1490.95,Yoga
34.06,Male,110.6,1.86,188.11,139.1,62.2,1.42,1718.2,HIIT
49.93,Male,86.56,1.63,160.99,143.37,58.2,1.71,1777.03,Cardio
45.06,Female,64.7,1.78,180.06,158.05,65.92,1.45,955.26,Yoga
30.91,Female,80.69,1.54,184.19,144.11,59.34,1.03,1358.47,HIIT
35.95,Female,69.78,1.72,173.71,169.15,73.2,1.5,1438.8,Cardio
50.16,Male,68.25,1.75,160.72,120.09,59.04,0.68,823.55,HIIT
32.5,Female,97.74,1.96,188.86,137.16,50.01,1.35,1780.52,HIIT
57.07,Male,97.08,1.86,167.91,146.14,73.89,1.09,1045.53,Cardio
56.08,Male,125.08,1.8,189.02,130.84,73.01,1.26,1663.2,HIIT
46.03,Male,51.41,1.65,164.89,147.58,63.21,0.7,462.42,Yoga
41.33,Male,76.08,1.97,165.02,157.04,65.06,1.15,1242.0,Strength
31.0,Female,48.95,1.51,195.07,131.42,60.01,1.47,1294.78,Cardio
25.03,Male,80.89,1.95,187.82,136.37,73.81,1.94,2017.6,Cardio
55.84,Female,69.54,1.68,195.34,137.76,57.91,0.66,652.21,Strength
52.84,Male,52.67,1.57,170.98,148.94,71.07,1.35,1459.22,Strength
19.86,Male,74.99,1.78,197.41,133.19,52.92,1.4,1009.68,Yoga
42.47,Male,72.96,1.62,175.12,139.18,67.04,1.18,1277.59,Strength
51.96,Female,47.53,1.86,179.27,129.17,67.14,1.0,1322.2,HIIT
39.79,Male,63.29,1.53,197.11,143.43,72.99,1.92,2246.4,Strength
36.19,Male,83.9,1.94,168.14,122.74,50.18,1.81,2116.07,Strength
19.92,Male,124.96,1.82,193.42,145.25,63.02,1.24,892.8,Yoga
26.16,Female,127.71,1.73,167.01,160.16,62.04,1.31,863.03,Yoga
38.03,Male,47.75,1.74,198.06,167.03,63.9,1.03,1112.4,Strength
46.81,Female,73.8,1.8,173.14,140.01,50.28,1.36,1195.71,Cardio
27.87,Male,87.33,1.76,196.99,121.01,59.91,1.2,864.72,Yoga
33.08,Male,46.42,1.5,189.05,144.29,62.05,0.92,608.3,Yoga
48.0,Female,87.4,1.76,183.03,156.29,67.05,1.83,2142.75,Strength
27.33,Female,60.8,1.8,169.16,143.47,71.51,1.48,1795.68,HIIT
19.36,Male,56.73,1.87,178.28,138.1,69.92,0.61,738.1,HIIT
56.21,Female,55.59,1.92,181.01,135.88,62.08,0.68,822.05,HIIT
50.82,Female,66.16,1.58,164.28,128.81,65.04,0.85,839.97,Strength
51.22,Male,102.3,1.77,193.26,130.27,59.21,1.22,804.47,Yoga
20.35,Female,75.81,1.62,168.21,131.5,51.19,1.36,1793.7,HIIT
23.11,Male,107.62,1.93,166.83,138.94,55.12,1.15,1240.97,Strength
26.08,Male,56.08,1.68,181.72,129.25,53.91,1.12,1353.97,HIIT
26.69,Female,102.0,1.83,198.83,123.0,58.16,1.41,1015.2,Yoga
55.74,Female,55.79,1.92,181.0,135.69,62.24,0.67,443.41,Yoga
33.87,Male,68.06,1.68,169.26,128.08,56.78,0.67,589.06,Cardio
47.09,Female,41.7,1.58,159.61,163.31,67.96,1.03,987.15,Cardio
42.6,Female,73.08,1.88,176.18,142.35,63.17,1.18,1038.4,Cardio
53.85,Male,43.83,1.65,170.75,129.08,61.21,1.29,1393.2,Strength
22.71,Female,41.33,1.58,163.1,131.85,67.17,0.57,564.81,Strength
45.42,Male,58.0,1.55,193.49,120.58,57.99,1.67,1739.47,Cardio
32.92,Male,78.27,1.68,182.76,135.15,55.09,1.29,928.03,Yoga
42.03,Male,59.45,1.74,195.06,141.18,52.08,1.79,1864.46,Cardio
43.3,Male,46.54,1.63,175.96,139.1,65.06,1.18,1427.8,HIIT
21.42,Female,74.93,1.93,187.11,140.78,56.19,1.32,1268.26,Cardio
57.27,Female,46.39,1.76,165.19,129.95,59.98,1.42,1362.06,Cardio
45.83,Female,51.49,1.65,164.94,147.22,62.99,0.71,624.23,Cardio
20.74,Male,54.95,1.78,173.0,138.61,70.51,0.55,363.0,Yoga
53.28,Male,53.44,1.74,173.2,155.71,53.93,1.37,1480.83,Strength
40.95,Male,81.94,1.79,184.96,138.68,61.02,1.69,1757.6,Cardio
57.82,Male,56.3,1.7,170.04,122.03,56.87,0.73,642.4,Cardio
42.99,Male,110.5,1.76,160.68,122.55,50.19,1.09,1080.08,Strength
47.14,Female,67.12,1.75,198.99,146.16,55.88,1.13,1085.7,Cardio
19.85,Male,124.37,1.82,193.94,145.11,62.96,1.25,1348.88,Strength
19.85,Male,44.35,1.61,177.0,121.8,69.06,1.07,1058.34,Strength
20.06,Male,111.27,1.94,170.19,156.5,49.91,1.03,1359.6,HIIT
48.9,Female,43.93,1.65,189.0,133.3,73.97,1.15,828.69,Yoga
43.13,Female,95.8,1.85,186.04,156.92,63.97,1.28,1551.62,HIIT
48.98,Male,82.66,1.95,182.8,159.06,72.97,1.91,2231.26,Strength
25.06,Male,56.89,1.56,170.08,156.11,66.0,1.35,973.62,Yoga
21.04,Male,96.94,1.72,161.03,150.89,61.99,1.26,830.84,Yoga
23.89,Male,88.21,1.74,186.87,157.81,67.09,1.57,1223.66,Yoga
20.15,Female,71.42,1.69,166.98,163.08,52.01,1.28,1229.82,Cardio
36.25,Male,87.86,1.71,185.02,159.8,73.16,1.87,2678.21,HIIT
22.21,Female,98.83,1.88,193.39,135.05,71.3,0.54,355.75,Yoga
22.7,Female,107.01,1.94,197.77,120.14,73.02,1.35,1630.53,HIIT
45.16,Male,80.78,1.76,182.67,130.77,53.98,1.71,2445.3,HIIT
25.15,Female,112.24,1.96,187.7,135.21,72.05,1.43,944.66,Yoga
41.11,Male,65.27,1.71,163.89,131.04,53.86,1.2,1151.04,Cardio
55.98,Female,58.51,1.86,187.07,158.82,65.13,1.11,1068.26,Cardio
34.74,Female,101.4,1.76,192.96,121.1,64.05,0.84,1015.48,HIIT
46.96,Male,86.23,1.99,182.19,152.64,70.01,1.98,2056.03,Cardio
25.82,Female,73.66,1.66,176.77,124.66,71.8,0.93,1125.3,HIIT
25.98,Female,44.42,1.6,185.69,136.01,61.02,1.08,948.67,Cardio
18.82,Male,73.1,1.79,177.33,125.31,60.97,0.81,980.99,HIIT
40.27,Male,62.56,1.52,197.19,142.87,73.19,1.93,2755.65,HIIT
49.9,Male,86.63,1.63,161.09,143.27,58.11,1.7,1324.98,Yoga
18.0,Female,126.28,1.67,171.78,153.02,60.15,1.46,1927.2,HIIT
26.85,Male,70.58,1.97,181.56,150.94,72.8,0.76,502.06,Yoga
18.81,Male,59.12,1.57,184.22,161.56,50.07,1.64,1281.17,Yoga
29.15,Female,55.9,1.61,176.75,127.72,50.93,1.4,1386.0,Strength
46.21,Male,62.14,1.54,197.18,124.56,72.92,1.61,1882.25,Strength
51.99,Male,86.3,1.74,181.83,144.85,55.99,1.83,2142.75,Strength
23.09,Female,79.32,1.73,191.72,155.71,56.03,1.47,1587.6,Strength
21.39,Male,96.59,1.72,161.01,151.12,61.87,1.26,833.11,Yoga
27.76,Male,108.21,1.79,183.06,119.84,68.23,1.33,1276.8,Cardio
35.56,Female,70.24,1.72,174.36,168.63,73.09,1.48,1064.71,Yoga
47.8,Female,71.42,1.64,178.9,153.71,59.8,1.45,1564.7,Strength
35.06,Female,78.19,1.64,196.2,164.09,69.95,1.29,1241.5,Cardio
35.02,Female,96.48,1.71,187.92,144.77,72.16,1.36,1468.8,Strength
32.09,Female,77.31,1.92,174.71,137.24,49.93,1.4,1345.12,Cardio
42.51,Female,82.64,1.85,187.19,142.28,50.17,1.21,1160.63,Cardio
23.14,Female,65.44,1.62,191.91,156.11,58.97,1.37,1808.4,HIIT
21.99,Male,55.08,1.62,166.07,144.44,67.92,1.62,1899.77,Strength
47.03,Female,126.5,1.76,198.7,157.06,73.0,0.71,858.32,HIIT
28.93,Female,72.01,1.55,189.56,119.99,67.89,1.2,1582.68,HIIT
35.09,Female,55.21,1.56,187.2,138.66,55.97,1.71,2445.3,HIIT
23.03,Female,56.54,1.55,178.66,132.5,73.07,1.37,987.22,Yoga
43.05,Male,73.6,1.59,190.82,158.05,67.14,1.3,1287.0,Strength
50.96,Female,75.04,1.55,177.02,132.42,50.22,0.71,469.03,Yoga
25.72,Male,47.23,1.76,198.09,119.8,69.06,1.14,820.8,Yoga
43.29,Male,52.92,1.59,186.63,136.22,72.13,0.82,542.18,Yoga
28.13,Male,87.17,1.79,164.02,134.07,68.07,1.29,1393.2,Strength
34.84,Male,102.09,1.76,192.82,120.58,63.95,0.83,820.95,Strength
29.06,Male,86.61,1.86,176.97,123.09,71.94,1.53,1193.4,Yoga
25.49,Male,64.67,1.71,179.14,166.9,60.68,1.12,1356.43,HIIT
55.99,Female,52.86,1.64,169.04,154.72,52.93,1.11,1200.8,Strength
44.84,Male,43.76,1.65,162.06,148.31,71.14,1.44,952.13,Yoga
23.31,Female,78.8,1.73,191.71,155.84,55.9,1.48,1951.97,HIIT
38.84,Female,102.99,1.94,192.14,134.31,50.21,0.89,1074.94,HIIT
45.09,Male,78.93,1.95,188.94,135.09,68.88,1.47,1587.6,Strength
54.81,Female,129.7,1.73,187.01,155.11,59.97,0.7,615.44,Cardio
48.73,Female,43.76,1.65,188.99,132.97,74.03,1.16,1529.92,HIIT
26.97,Male,61.39,1.8,169.4,144.04,72.0,1.48,1301.22,Cardio
18.0,Male,63.77,1.53,169.96,141.58,53.92,1.98,2318.38,Strength
57.74,Male,90.75,1.72,199.2,149.0,55.1,0.9,790.56,Cardio
22.1,Male,62.09,1.52,169.13,166.33,61.1,1.82,2132.68,Strength
19.71,Female,100.78,1.91,178.7,143.16,58.24,1.36,1798.19,HIIT
38.63,Male,55.56,1.6,192.0,135.96,72.0,1.44,1384.7,Cardio
53.84,Female,86.27,1.93,170.7,163.4,50.96,1.74,1358.24,Yoga
59.22,Female,53.88,1.57,163.86,169.12,64.2,0.58,509.47,Cardio
55.85,Female,85.15,1.63,184.09,141.05,51.93,1.01,724.78,Yoga
24.92,Female,49.73,1.98,164.92,122.01,68.22,1.16,1535.03,HIIT
45.27,Female,93.48,1.91,175.07,142.56,54.96,1.02,734.4,Yoga
25.25,Male,47.12,1.72,184.7,142.09,56.04,0.88,581.86,Yoga
40.88,Male,65.17,1.71,164.03,130.64,53.86,1.2,862.56,Yoga
30.93,Female,63.18,1.64,183.87,125.34,50.97,1.54,1203.05,Yoga
19.82,Female,123.76,1.82,194.05,145.47,62.76,1.24,1632.71,HIIT
55.06,Male,85.82,1.77,175.68,156.53,60.98,1.0,1320.0,HIIT
23.11,Female,44.51,1.62,196.26,121.65,58.11,0.55,663.68,HIIT
51.92,Male,84.44,1.85,189.24,151.89,49.99,1.19,786.11,Yoga
42.08,Male,70.5,1.87,187.99,164.48,65.14,1.38,1322.59,Cardio
30.76,Male,70.93,1.98,199.13,129.4,61.06,0.71,702.9,Strength
18.04,Male,57.83,1.61,174.97,149.66,70.77,1.9,2717.0,HIIT
49.84,Female,80.85,1.77,174.97,128.88,58.64,1.86,2174.53,Strength
49.04,Female,79.08,1.72,194.09,128.32,69.05,1.47,1777.08,HIIT
40.0,Female,54.95,1.61,183.73,157.85,64.1,1.54,1801.8,Strength
32.2,Female,108.45,1.8,171.61,137.67,52.9,1.27,1257.3,Strength
23.37,Male,41.86,1.58,162.68,131.71,66.89,0.56,492.35,Cardio
49.94,Male,94.66,1.61,173.3,133.3,50.19,1.16,1111.74,Cardio
45.62,Male,72.27,1.87,188.05,160.79,63.97,1.31,1418.34,Strength
24.0,Male,72.44,1.76,174.65,127.27,67.98,0.87,1050.79,HIIT
43.3,Male,62.4,1.58,165.01,148.78,50.13,1.86,1448.57,Yoga
54.88,Male,84.94,1.79,177.9,122.24,51.95,1.2,862.56,Yoga
33.07,Female,63.65,1.63,185.9,119.57,73.66,1.59,1654.87,Cardio
38.01,Female,57.67,1.56,184.91,132.43,54.04,1.64,2345.2,HIIT
35.21,Female,64.36,1.59,198.71,145.15,66.11,1.63,2329.11,HIIT
36.16,Male,122.14,1.93,195.03,131.66,54.07,1.49,1072.8,Yoga
24.75,Female,124.7,1.99,179.97,120.72,71.73,1.13,1367.3,HIIT
21.91,Female,110.23,1.92,171.96,143.89,54.87,1.17,1262.55,Strength
50.11,Male,69.96,1.55,159.77,142.78,57.98,0.73,722.7,Strength
44.12,Male,124.62,1.85,175.23,126.28,68.85,1.35,1456.78,Strength
