Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
SOCIAL,4.1,2520,100000,Free,0.0,Teen,Social,2891,12.0
NEWS_AND_MAGAZINES,4.4,185884,1000000,Free,0.0,Mature 17+,News & Magazines,2952,7.5
FAMILY,3.8,5964,500000,Free,0.0,Teen,Role Playing,3934,48.0
SPORTS,3.9,282727,10000000,Free,0.0,Everyone,Sports,2871,63.0
BOOKS_AND_REFERENCE,3.5,10,5000,Free,0.0,Everyone,Books & Reference,2898,3.0
LIBRARIES_AND_DEMO,4.3,411,50000,Free,0.0,Everyone,Libraries & Demo,2688,95.0
FAMILY,4.6,33,100,Free,0.0,Everyone,Casual,2890,3.3
FAMILY,4.1,4522,500000,Free,0.0,Everyone,Educational;Education,2675,57.0
FAMILY,4.2,254,10000,Free,0.0,Teen,Strategy,2771,25.0
FAMILY,3.6,9389,1000000,Free,0.0,Teen,Simulation,2696,64.0
GAME,4.4,18621,100000,Paid,2.99,Everyone,Board,2662,63.0
TRAVEL_AND_LOCAL,3.8,11,1000,Free,0.0,Everyone,Travel & Local,2655,86.0
TOOLS,4.3,3068,100000,Free,0.0,Everyone,Tools,2646,6.0
FAMILY,2.4,11773,1000000,Free,0.0,Everyone,Entertainment,2683,3.3
FAMILY,4.0,69574,500000,Free,0.0,Everyone 10+,Strategy,2703,45.0
TRAVEL_AND_LOCAL,3.1,1563,100000,Free,0.0,Everyone,Travel & Local,2703,36.0
FINANCE,4.7,65,5000,Free,0.0,Everyone,Finance,2684,12.0
HEALTH_AND_FITNESS,2.8,961,100000,Free,0.0,Everyone,Health & Fitness,2789,1.3
PRODUCTIVITY,1.9,63,5000,Free,0.0,Everyone,Productivity,3307,1.8
GAME,4.7,584126,10000000,Free,0.0,Everyone 10+,Role Playing,2639,64.0
PHOTOGRAPHY,4.7,37,1000,Free,0.0,Everyone,Photography,3435,10.0
FAMILY,4.4,87045,10000000,Free,0.0,Everyone,Casual;Action & Adventure,2691,99.0
PERSONALIZATION,4.4,142393,10000000,Free,0.0,Everyone,Personalization,2635,12.0
EDUCATION,4.6,13612,100000,Free,0.0,Everyone,Education,2717,48.0
GAME,3.5,2071,100000,Free,0.0,Everyone,Racing,2667,36.0
BOOKS_AND_REFERENCE,4.4,1322,100000,Free,0.0,Everyone,Books & Reference,2699,3.5
PHOTOGRAPHY,3.8,142,10000,Free,0.0,Everyone,Photography,3479,7.7
FAMILY,4.5,1318,50000,Free,0.0,Teen,Simulation,2783,24.0
TOOLS,4.4,335115,10000000,Free,0.0,Everyone,Tools,2750,1.8
EDUCATION,4.3,266935,10000000,Free,0.0,Everyone,Education,2636,21.0
MEDICAL,4.5,20,5000,Free,0.0,Everyone,Medical,2747,40.0
FAMILY,4.3,1295293,100000000,Free,0.0,Everyone,Puzzle,2746,11.0
TOOLS,4.2,2447,100000,Free,0.0,Everyone,Tools,2852,2.5
FINANCE,4.0,180,10000,Free,0.0,Everyone,Finance,2669,27.0
FAMILY,4.0,1320,100000,Free,0.0,Everyone,Education,2693,8.6
BUSINESS,4.8,148945,1000000,Free,0.0,Everyone,Business,2647,25.0
FAMILY,4.1,39661,1000000,Free,0.0,Teen,Role Playing,2633,47.0
VIDEO_PLAYERS,4.3,20,5000,Free,0.0,Everyone,Video Players & Editors,2730,5.1
FAMILY,4.4,36268,1000000,Free,0.0,Teen,Entertainment,3097,41.0
FAMILY,4.1,41,1000,Free,0.0,Everyone,Entertainment,2675,4.5
PERSONALIZATION,5.0,5,100,Paid,0.99,Everyone,Personalization,2732,0.8408203125
MEDICAL,3.8,24,1000,Free,0.0,Everyone,Medical,2943,4.4
GAME,4.3,4923,100000,Free,0.0,Everyone 10+,Adventure,3705,20.0
LIFESTYLE,5.0,3,100,Free,0.0,Everyone,Lifestyle,3989,1.5
MAPS_AND_NAVIGATION,4.0,119685,10000000,Free,0.0,Everyone,Maps & Navigation,2664,20.0
FAMILY,4.3,99,10000,Free,0.0,Everyone,Education,4631,1.1
NEWS_AND_MAGAZINES,4.4,2959,1000000,Free,0.0,Everyone,News & Magazines,2631,9.8
PERSONALIZATION,4.1,169,10000,Free,0.0,Everyone,Personalization,2763,24.0
PERSONALIZATION,4.4,175,1000,Paid,0.99,Everyone,Personalization,4297,5.5
PRODUCTIVITY,4.2,4737,500000,Free,0.0,Everyone,Productivity,3613,1.7
GAME,4.0,32522,1000000,Free,0.0,Everyone,Racing,3553,44.0
MEDICAL,3.8,206,10000,Paid,2.99,Everyone,Medical,2732,9.5
COMMUNICATION,4.2,190613,10000000,Free,0.0,Everyone,Communication,2635,11.0
HEALTH_AND_FITNESS,4.7,2071,100000,Free,0.0,Everyone,Health & Fitness,2642,6.9
TOOLS,3.7,566,100000,Free,0.0,Everyone,Tools,2636,27.0
GAME,4.1,753043,100000000,Free,0.0,Teen,Action,2634,57.0
GAME,4.4,6198880,100000000,Free,0.0,Everyone,Casual,2656,67.0
MEDICAL,4.3,460,10000,Free,0.0,Everyone,Medical,2654,13.0
TOOLS,3.9,4374,1000000,Free,0.0,Everyone,Tools,2671,13.0
GAME,4.4,54082,10000000,Free,0.0,Everyone,Adventure,2655,21.0
FAMILY,3.9,14754,1000000,Free,0.0,Everyone 10+,Entertainment,2644,21.0
FAMILY,4.7,54,1000,Free,0.0,Teen,Role Playing,2671,92.0
HOUSE_AND_HOME,3.6,4087,500000,Free,0.0,Everyone,House & Home,2650,9.2
FOOD_AND_DRINK,3.6,742,100000,Free,0.0,Everyone,Food & Drink,2641,43.0
BUSINESS,3.7,113,10000,Free,0.0,Everyone,Business,2687,8.6
SHOPPING,4.4,27275,1000000,Free,0.0,Teen,Shopping,2636,8.3
GAME,4.2,652,10000,Free,0.0,Everyone,Action,3523,30.0
HEALTH_AND_FITNESS,4.7,55571,1000000,Free,0.0,Everyone,Health & Fitness,2795,12.0
BOOKS_AND_REFERENCE,5.0,2,5,Free,0.0,Everyone,Books & Reference,2653,1.4
AUTO_AND_VEHICLES,4.2,367,100000,Free,0.0,Everyone,Auto & Vehicles,2717,25.0
FOOD_AND_DRINK,4.7,611136,10000000,Free,0.0,Everyone,Food & Drink,2653,19.0
GAME,4.5,634159,10000000,Free,0.0,Teen,Action,2675,58.0
HEALTH_AND_FITNESS,5.0,1,10,Free,0.0,Everyone,Health & Fitness,2657,7.8
HEALTH_AND_FITNESS,3.7,5559,500000,Free,0.0,Everyone,Health & Fitness,3503,3.7
FAMILY,4.7,7878,1000000,Free,0.0,Everyone,Education,3063,3.6
TRAVEL_AND_LOCAL,4.4,6895,500000,Free,0.0,Everyone,Travel & Local,2712,10.0
DATING,4.2,22545,1000000,Free,0.0,Mature 17+,Dating,2639,5.9
HEALTH_AND_FITNESS,1.4,45,5000,Free,0.0,Everyone,Health & Fitness,3322,13.0
FINANCE,4.8,11,1000,Free,0.0,Everyone,Finance,2880,3.7
FAMILY,4.0,3,500,Free,0.0,Teen,Casual,2644,2.2
TRAVEL_AND_LOCAL,4.1,46,1000,Free,0.0,Everyone,Travel & Local,3201,12.0
SOCIAL,4.5,412725,10000000,Free,0.0,Everyone,Social,2635,35.0
FAMILY,4.7,173394,5000000,Free,0.0,Everyone,Education,2775,8.5
SOCIAL,5.0,30,100,Free,0.0,Teen,Social,2708,13.0
PRODUCTIVITY,4.2,16349,1000000,Free,0.0,Everyone,Productivity,3462,9.0
GAME,3.2,655,50000,Free,0.0,Teen,Action,3439,14.0
PHOTOGRAPHY,3.3,3492,5000000,Free,0.0,Everyone,Photography,2682,17.0
HEALTH_AND_FITNESS,4.5,644,100000,Free,0.0,Everyone,Health & Fitness,2641,5.5
GAME,4.1,94761,10000000,Free,0.0,Teen,Action,3160,17.0
TOOLS,4.2,32,10000,Free,0.0,Everyone,Tools,2706,33.0
FOOD_AND_DRINK,4.1,32405,5000000,Free,0.0,Everyone,Food & Drink,2663,12.0
GAME,4.3,240,50000,Free,0.0,Teen,Action,2936,65.0
BOOKS_AND_REFERENCE,4.6,60,10000,Free,0.0,Everyone,Books & Reference,3386,3.7
TOOLS,4.6,7790693,500000000,Free,0.0,Everyone,Tools,2636,17.0
FAMILY,3.8,48545,1000000,Free,0.0,Everyone,Casual,2632,38.0
LIFESTYLE,3.3,3,500,Free,0.0,Everyone,Lifestyle,3685,7.4
PRODUCTIVITY,4.2,2537,500000,Free,0.0,Everyone,Productivity,2837,8.5
HEALTH_AND_FITNESS,4.3,5499,100000,Free,0.0,Everyone,Health & Fitness,2643,94.0
GAME,4.5,184210,10000000,Free,0.0,Everyone,Action,2636,99.0
GAME,4.4,1094,500000,Free,0.0,Teen,Action,2657,37.0
PHOTOGRAPHY,4.2,93726,5000000,Free,0.0,Everyone,Photography,2658,9.2
GAME,4.3,9951,1000000,Free,0.0,Mature 17+,Arcade,3339,96.0
SHOPPING,3.8,44255,10000000,Free,0.0,Everyone,Shopping,2632,15.0
GAME,3.8,16282,1000000,Free,0.0,Teen,Action,2930,35.0
FINANCE,3.2,191,10000,Free,0.0,Everyone,Finance,2822,10.0
TOOLS,4.2,12121,1000000,Free,0.0,Everyone,Tools,2634,0.0771484375
FAMILY,4.6,856,5000,Free,0.0,Everyone,Entertainment,2649,2.9
VIDEO_PLAYERS,4.4,20755,1000000,Free,0.0,Everyone,Video Players & Editors,2772,17.0
GAME,4.4,1381624,10000000,Free,0.0,Teen,Action,3139,54.0
GAME,3.6,2433,100000,Free,0.0,Everyone,Music,2681,47.0
GAME,4.2,210317,10000000,Free,0.0,Everyone 10+,Adventure,3843,46.0
FINANCE,4.0,67,10000,Paid,2.99,Everyone,Finance,3028,2.4
MEDICAL,3.7,529,100000,Free,0.0,Everyone,Medical,2636,26.0
FAMILY,4.3,157997,10000000,Free,0.0,Everyone,Simulation,3361,27.0
ENTERTAINMENT,3.9,8674,1000000,Free,0.0,Teen,Entertainment,2702,19.0
SOCIAL,4.5,25562,5000000,Free,0.0,Teen,Social,2633,31.0
FAMILY,4.6,37,1000,Free,0.0,Everyone,Education,4140,3.3
FAMILY,3.8,20292,1000000,Free,0.0,Everyone,Educational;Creativity,3799,47.0
DATING,3.6,3414,500000,Free,0.0,Mature 17+,Dating,2690,6.2
WEATHER,4.2,18425,1000000,Free,0.0,Everyone,Weather,3002,5.3
VIDEO_PLAYERS,3.7,400,100000,Free,0.0,Teen,Video Players & Editors,2699,7.2
PERSONALIZATION,4.2,322,50000,Free,0.0,Everyone,Personalization,3063,6.8
FAMILY,3.6,8,500,Free,0.0,Everyone,Entertainment,2707,3.7
BUSINESS,3.1,20973,5000000,Free,0.0,Everyone,Business,2634,31.0
LIFESTYLE,4.2,3448,100000,Free,0.0,Everyone,Lifestyle,2657,13.0
GAME,4.2,5442,100000,Free,0.0,Teen,Card,2705,17.0
MEDICAL,5.0,6,1000,Free,0.0,Everyone,Medical,2702,26.0
FAMILY,4.2,5,500,Free,0.0,Everyone,Entertainment,2744,3.3
FAMILY,3.9,95537,10000000,Free,0.0,Everyone,Educational;Education,2653,58.0
FAMILY,4.3,2223,100000,Free,0.0,Teen,Entertainment,2760,8.6
HEALTH_AND_FITNESS,4.4,26540,1000000,Free,0.0,Everyone,Health & Fitness,3172,43.0
PHOTOGRAPHY,3.1,6827,1000000,Free,0.0,Everyone,Photography,2737,8.7
LIFESTYLE,5.0,8,1000,Free,0.0,Everyone,Lifestyle,3441,6.7
MEDICAL,4.1,12,1000,Paid,1.99,Everyone,Medical,3151,5.1
FAMILY,3.9,8,1000,Free,0.0,Everyone,Education,2753,6.2
FAMILY,3.0,2,50,Paid,2.99,Everyone,Education;Education,3049,18.0
HOUSE_AND_HOME,3.4,3280,1000000,Free,0.0,Everyone,House & Home,2667,77.0
COMMUNICATION,4.0,474,50000,Free,0.0,Everyone,Communication,3360,3.0
BOOKS_AND_REFERENCE,4.2,210534,10000000,Free,0.0,Everyone,Books & Reference,2683,22.0
MAPS_AND_NAVIGATION,4.2,301413,5000000,Free,0.0,Everyone,Maps & Navigation,2634,48.0
FAMILY,4.7,244797,5000000,Free,0.0,Teen,Strategy,2636,52.0
FAMILY,4.0,20977,1000000,Free,0.0,Everyone,Simulation,2678,26.0
TOOLS,2.2,876,1000000,Free,0.0,Everyone,Tools,2629,8.7
FAMILY,3.8,29544,10000000,Free,0.0,Everyone,Entertainment,2641,10.0
GAME,4.3,2251012,100000000,Free,0.0,Everyone,Racing,2724,52.0
TOOLS,3.8,24,5000,Free,0.0,Everyone,Tools,2771,2.9
COMICS,4.6,279,100000,Free,0.0,Everyone,Comics,2860,3.3
SOCIAL,4.2,79130,5000000,Free,0.0,Teen,Social,2633,23.0
WEATHER,3.3,115,10000,Free,0.0,Everyone,Weather,3158,5.1
PERSONALIZATION,3.6,128,10000,Free,0.0,Everyone,Personalization,2942,11.0
PHOTOGRAPHY,2.7,3032,500000,Free,0.0,Everyone,Photography,2870,2.8
BUSINESS,4.7,87,10000,Free,0.0,Everyone,Business,3016,5.1
MEDICAL,4.2,1747,100000,Free,0.0,Everyone,Medical,3287,5.9
FAMILY,4.5,516,50000,Free,0.0,Everyone,Education;Education,3222,21.0
FAMILY,4.2,62301,5000000,Free,0.0,Teen,Strategy,2634,72.0
FAMILY,4.4,7461,1000000,Free,0.0,Everyone,Entertainment,2707,31.0
FAMILY,4.2,11002,1000000,Free,0.0,Everyone,Education;Action & Adventure,3081,21.0
PERSONALIZATION,4.6,6702776,100000000,Free,0.0,Teen,Personalization,2632,17.0
MEDICAL,4.6,1976,50000,Free,0.0,Everyone,Medical,2632,69.0
TOOLS,3.3,236,50000,Free,0.0,Everyone,Tools,5141,0.2158203125
LIFESTYLE,4.6,161143,10000000,Free,0.0,Everyone 10+,Lifestyle,2671,11.0
GAME,4.4,7614415,100000000,Free,0.0,Everyone,Casual,2640,70.0
GAME,4.5,4448791,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2635,67.0
PRODUCTIVITY,4.5,91397,1000000,Free,0.0,Everyone,Productivity,2663,14.0
HEALTH_AND_FITNESS,4.5,144050,5000000,Free,0.0,Everyone,Health & Fitness,2639,55.0
COMMUNICATION,4.3,4188142,100000000,Free,0.0,Everyone,Communication,2648,16.0
FAMILY,4.4,567632,10000000,Free,0.0,Everyone 10+,Casual,2684,15.0
COMMUNICATION,4.6,183374,1000000,Free,0.0,Everyone,Communication,2634,44.0
MAPS_AND_NAVIGATION,4.2,63,10000,Free,0.0,Everyone,Maps & Navigation,3706,1.6
MEDICAL,3.0,2,500,Free,0.0,Everyone,Medical,2649,16.0
FAMILY,4.5,10,100,Free,0.0,Everyone,Educational,2666,2.5
TOOLS,4.2,11,500,Paid,0.99,Everyone,Tools,2812,3.1
FAMILY,3.5,191,50000,Free,0.0,Everyone,Entertainment,2709,5.0
TOOLS,4.1,22032,1000000,Free,0.0,Everyone,Tools,2983,3.7
FAMILY,4.7,19,1000,Free,0.0,Everyone,Entertainment,2842,5.7
FAMILY,4.3,22248,1000000,Free,0.0,Everyone,Education,3764,1.8
WEATHER,4.2,133338,5000000,Free,0.0,Everyone,Weather,2670,44.0
TOOLS,4.7,76,50000,Free,0.0,Everyone,Tools,2752,2.2
SHOPPING,4.7,55,500,Free,0.0,Everyone,Shopping,2746,8.0
GAME,4.6,214878,10000000,Free,0.0,Everyone,Board,2632,10.0
PERSONALIZATION,4.2,249,10000,Free,0.0,Everyone,Personalization,2659,91.0
LIFESTYLE,3.3,1045,100000,Free,0.0,Everyone,Lifestyle,2775,13.0
LIBRARIES_AND_DEMO,4.1,174,10000,Free,0.0,Everyone,Libraries & Demo,3176,0.796875
NEWS_AND_MAGAZINES,4.0,4332,1000000,Free,0.0,Everyone,News & Magazines,2772,12.0
BUSINESS,4.4,16,1000,Free,0.0,Everyone,Business,2755,3.7
BUSINESS,2.9,28,500,Paid,17.99,Everyone,Business,2915,20.0
BUSINESS,4.2,1661,100000,Free,0.0,Everyone,Business,2633,46.0
TOOLS,3.9,54,10000,Free,0.0,Everyone,Tools,3821,2.8
FAMILY,4.4,23474,5000000,Free,0.0,Everyone,Casual;Creativity,2640,8.8
PHOTOGRAPHY,4.3,56114,10000000,Free,0.0,Everyone,Photography,2657,17.0
SHOPPING,4.7,68,10000,Free,0.0,Everyone,Shopping,2822,6.5
BEAUTY,4.3,8572,1000000,Free,0.0,Everyone,Beauty,2717,25.0
FAMILY,4.1,47213,5000000,Free,0.0,Everyone,Entertainment;Pretend Play,2869,14.0
FAMILY,4.2,23292,1000000,Free,0.0,Everyone,Simulation,2950,20.0
FAMILY,3.5,38824,1000000,Free,0.0,Mature 17+,Entertainment,2826,12.0
BUSINESS,4.3,24,1000,Free,0.0,Everyone,Business,2913,8.0
AUTO_AND_VEHICLES,4.4,15168,1000000,Free,0.0,Everyone,Auto & Vehicles,2639,37.0
TOOLS,4.1,498894,50000000,Free,0.0,Everyone,Tools,2633,10.0
PRODUCTIVITY,4.5,2965,100000,Free,0.0,Everyone,Productivity,3813,2.4
VIDEO_PLAYERS,1.9,105,10000,Free,0.0,Everyone,Video Players & Editors,3203,9.1
FAMILY,4.5,4450890,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2635,67.0
PERSONALIZATION,4.1,12180,1000000,Free,0.0,Everyone,Personalization,3219,5.4
FAMILY,4.3,159,10000,Free,0.0,Everyone,Education;Education,3909,13.0
FAMILY,4.0,54,5000,Free,0.0,Teen,Education,2957,4.1
NEWS_AND_MAGAZINES,3.8,133,10000,Free,0.0,Everyone,News & Magazines,2648,14.0
FAMILY,4.5,11,500,Free,0.0,Mature 17+,Entertainment,2677,3.5
FAMILY,3.7,353342,50000000,Free,0.0,Everyone,Entertainment,2884,13.0
FAMILY,4.0,369,10000,Free,0.0,Everyone,Entertainment,3201,3.5
FINANCE,4.3,659760,50000000,Free,0.0,Everyone,Finance,2648,47.0
FAMILY,4.1,26347,1000000,Free,0.0,Everyone 10+,Entertainment,2954,48.0
VIDEO_PLAYERS,4.1,15765,1000000,Free,0.0,Everyone,Video Players & Editors,4053,10.0
HEALTH_AND_FITNESS,4.6,28951,1000000,Free,0.0,Everyone,Health & Fitness,2650,60.0
FAMILY,2.8,89,10000,Free,0.0,Everyone,Education,2643,35.0
FAMILY,4.3,207294,10000000,Free,0.0,Everyone 10+,Education,2634,21.0
TRAVEL_AND_LOCAL,4.4,22748,1000000,Free,0.0,Everyone,Travel & Local,2629,55.0
FINANCE,4.2,6148,1000000,Free,0.0,Everyone,Finance,2695,10.0
TOOLS,4.5,101738,1000000,Free,0.0,Everyone,Tools,2640,10.0
GAME,4.5,5534114,100000000,Free,0.0,Teen,Action,2632,53.0
DATING,4.0,13440,500000,Free,0.0,Mature 17+,Dating,2632,49.0
BOOKS_AND_REFERENCE,4.7,6547,100000,Free,0.0,Everyone,Books & Reference,2870,16.0
SPORTS,4.6,342,10000,Free,0.0,Everyone,Sports,2629,38.0
PHOTOGRAPHY,4.1,78140,5000000,Free,0.0,Everyone,Photography,2805,10.0
COMICS,3.9,2181,100000,Free,0.0,Teen,Comics,2783,10.0
SHOPPING,5.0,4,1000,Free,0.0,Everyone,Shopping,3441,1.6
GAME,4.4,8921451,100000000,Free,0.0,Everyone,Racing,2664,63.0
SPORTS,4.5,177,10000,Free,0.0,Everyone,Sports,3683,1.1
EDUCATION,4.4,1619,1000000,Free,0.0,Everyone,Education,2646,3.0
FAMILY,5.0,4,50,Free,0.0,Everyone,Education,2754,52.0
SPORTS,3.7,27179,1000000,Free,0.0,Everyone,Sports,2636,20.0
GAME,5.0,5,10,Free,0.0,Everyone,Racing,2634,4.6
FAMILY,4.5,9779,5000000,Free,0.0,Everyone,Education;Creativity,2791,39.0
NEWS_AND_MAGAZINES,4.2,69,5000,Free,0.0,Everyone,News & Magazines,2976,25.0
SHOPPING,4.4,25714,1000000,Free,0.0,Everyone,Shopping,2642,12.0
LIBRARIES_AND_DEMO,4.0,45,5000,Free,0.0,Everyone,Libraries & Demo,3176,0.3271484375
GAME,3.8,17,1000,Free,0.0,Everyone,Arcade,2775,30.0
FINANCE,3.2,124,10000,Free,0.0,Everyone,Finance,2844,7.2
SPORTS,4.6,666521,10000000,Free,0.0,Everyone,Sports,2637,25.0
FAMILY,4.2,1619,500000,Free,0.0,Everyone,Simulation,2692,43.0
HEALTH_AND_FITNESS,5.0,4,50,Free,0.0,Everyone,Health & Fitness,2765,15.0
TOOLS,3.3,4786,500000,Free,0.0,Everyone,Tools,2703,13.0
FAMILY,4.2,1696,100000,Free,0.0,Mature 17+,Entertainment,4776,2.7
BOOKS_AND_REFERENCE,4.8,123,1000,Free,0.0,Everyone,Books & Reference,3138,6.5
FAMILY,3.3,130,5000,Free,0.0,Everyone,Education,2857,13.0
PRODUCTIVITY,2.9,32,1000,Free,0.0,Everyone,Productivity,2632,9.7
TOOLS,4.2,1586,500000,Free,0.0,Everyone,Tools,2962,1.5
FINANCE,4.6,510401,10000000,Free,0.0,Everyone,Finance,2634,79.0
SOCIAL,4.3,16404,1000000,Free,0.0,Everyone,Social,2672,2.3
ENTERTAINMENT,4.1,58028,5000000,Free,0.0,Teen,Entertainment,2661,17.0
FAMILY,4.0,2378,500000,Free,0.0,Everyone,Entertainment,3243,9.1
HEALTH_AND_FITNESS,4.6,28,1000,Free,0.0,Mature 17+,Health & Fitness,3095,20.0
GAME,5.0,4,50,Paid,1.99,Teen,Action,4446,33.0
TOOLS,4.7,1363,10000,Paid,2.59,Everyone,Tools,3054,1.6
GAME,4.4,8923847,100000000,Free,0.0,Everyone,Racing,2664,63.0
EDUCATION,4.2,6736,1000000,Free,0.0,Mature 17+,Education,2922,22.0
ENTERTAINMENT,4.2,10291,5000000,Free,0.0,Teen,Entertainment,2631,6.5
FOOD_AND_DRINK,1.7,14,1000,Free,0.0,Everyone,Food & Drink,2690,13.0
FAMILY,4.2,1749,100000,Free,0.0,Everyone,Casual,2849,6.2
FAMILY,4.6,7148,100000,Paid,2.99,Everyone,Adventure;Brain Games,2956,8.1
BOOKS_AND_REFERENCE,4.1,70,500,Paid,0.99,Everyone,Books & Reference,4431,3.5
GAME,4.5,13118,500000,Free,0.0,Teen,Adventure,2671,47.0
PHOTOGRAPHY,2.3,3,100,Free,0.0,Everyone,Photography,2649,8.5
TOOLS,3.2,4908,500000,Free,0.0,Everyone,Tools,2704,38.0
HEALTH_AND_FITNESS,4.6,115721,10000000,Free,0.0,Everyone,Health & Fitness,2655,67.0
PRODUCTIVITY,3.6,26,5000,Free,0.0,Everyone,Productivity,3804,1.2
EDUCATION,4.0,3847,500000,Free,0.0,Everyone,Education,2914,6.9
FAMILY,3.9,1036,100000,Free,0.0,Everyone,Casual,2660,33.0
GAME,4.7,15,100,Paid,0.99,Everyone,Adventure,3252,93.0
HEALTH_AND_FITNESS,4.7,12,500,Free,0.0,Everyone,Health & Fitness,2654,6.3
FAMILY,4.1,3543,500000,Free,0.0,Everyone,Simulation,3208,49.0
COMMUNICATION,4.1,132014,10000000,Free,0.0,Everyone,Communication,2648,25.0
LIFESTYLE,4.9,82,5000,Free,0.0,Everyone,Lifestyle,3358,5.0
LIFESTYLE,4.3,179139,5000000,Free,0.0,Everyone,Lifestyle,2907,9.7
ENTERTAINMENT,4.2,8968,1000000,Free,0.0,Everyone,Entertainment;Music & Video,2824,35.0
SOCIAL,4.2,22650,1000000,Free,0.0,Everyone,Social,2706,1.5
TRAVEL_AND_LOCAL,4.5,149723,10000000,Free,0.0,Everyone,Travel & Local,2683,4.1
HEALTH_AND_FITNESS,4.6,109756,5000000,Free,0.0,Everyone,Health & Fitness,2634,78.0
FAMILY,4.6,584070,5000000,Free,0.0,Everyone 10+,Strategy,2648,24.0
COMMUNICATION,4.4,10341,500000,Free,0.0,Everyone,Communication,2661,6.9
FAMILY,4.1,120,10000,Free,0.0,Everyone,Casual,2775,32.0
BOOKS_AND_REFERENCE,4.9,2739,50000,Free,0.0,Everyone,Books & Reference,2649,21.0
HOUSE_AND_HOME,3.8,874,100000,Free,0.0,Everyone,House & Home,2634,12.0
SHOPPING,3.9,117,10000,Free,0.0,Everyone,Shopping,2714,9.8
COMICS,4.4,1006,50000,Free,0.0,Everyone,Comics,2632,19.0
HEALTH_AND_FITNESS,4.1,107,10000,Free,0.0,Everyone,Health & Fitness,3494,50.0
FAMILY,4.6,186,10000,Free,0.0,Everyone,Education,2927,9.6
PERSONALIZATION,4.1,398,100000,Free,0.0,Everyone,Personalization,2667,6.8
FAMILY,4.2,145,10000,Free,0.0,Teen,Education,2957,4.1
SOCIAL,4.4,624557,10000000,Free,0.0,Mature 17+,Social,2639,56.0
PERSONALIZATION,3.9,168,50000,Free,0.0,Teen,Personalization,3857,2.1
FINANCE,3.5,30,1000,Free,0.0,Everyone,Finance,2700,17.0
GAME,4.2,3878,500000,Free,0.0,Everyone,Action,2753,69.0
FINANCE,3.6,180,10000,Free,0.0,Everyone,Finance,2933,35.0
FAMILY,4.2,2178,500000,Free,0.0,Everyone,Racing;Action & Adventure,2977,99.0
FAMILY,4.7,21,1000,Paid,5.99,Everyone,Education;Education,3010,44.0
MEDICAL,4.2,1746,50000,Free,0.0,Everyone,Medical,2641,16.0
HEALTH_AND_FITNESS,4.4,38343,1000000,Free,0.0,Everyone,Health & Fitness,2639,55.0
VIDEO_PLAYERS,2.5,24,5000,Free,0.0,Everyone,Video Players & Editors,3208,16.0
SOCIAL,4.4,90082,1000000,Free,0.0,Everyone,Social,2705,8.8
COMMUNICATION,4.5,192,10000,Free,0.0,Everyone,Communication,2804,15.0
FINANCE,4.7,3,100,Free,0.0,Everyone,Finance,2811,8.2
ART_AND_DESIGN,4.4,8788,1000000,Free,0.0,Everyone,Art & Design,2635,12.0
FINANCE,4.4,21570,1000000,Free,0.0,Everyone,Finance,2677,27.0
BOOKS_AND_REFERENCE,4.1,71328,5000000,Free,0.0,Everyone,Books & Reference,3050,11.0
GAME,4.5,1736105,10000000,Free,0.0,Mature 17+,Action,4172,14.0
MAPS_AND_NAVIGATION,3.6,695,100000,Free,0.0,Everyone,Maps & Navigation,2819,2.9
BUSINESS,2.3,41,10000,Free,0.0,Everyone,Business,2858,20.0
SHOPPING,4.1,1288,100000,Free,0.0,Mature 17+,Shopping,2657,18.0
FAMILY,4.3,259,10000,Free,0.0,Everyone,Education,3159,49.0
WEATHER,4.2,11510,1000000,Free,0.0,Everyone,Weather,4068,3.5
TOOLS,4.4,90831,10000000,Free,0.0,Everyone,Tools,3043,4.3
ENTERTAINMENT,4.5,1575,100000,Free,0.0,Everyone,Entertainment,2653,43.0
PHOTOGRAPHY,5.0,3,500,Free,0.0,Everyone,Photography,2682,16.0
TOOLS,4.4,79,10000,Free,0.0,Everyone,Tools,2801,3.7
FAMILY,4.0,16190,1000000,Free,0.0,Everyone,Action;Action & Adventure,2733,88.0
FAMILY,4.6,73404,1000000,Free,0.0,Everyone,Education,2853,5.3
PRODUCTIVITY,3.5,3930,1000000,Free,0.0,Everyone,Productivity,2766,18.0
TOOLS,5.0,3,100,Free,0.0,Everyone,Tools,2699,29.0
GAME,4.3,245455,10000000,Free,0.0,Everyone 10+,Action,2696,84.0
FAMILY,4.7,31100,500000,Paid,3.99,Everyone,Education;Pretend Play,2660,24.0
FAMILY,3.9,13,500,Free,0.0,Everyone,Education,3402,10.0
DATING,4.2,57081,1000000,Free,0.0,Mature 17+,Dating,2639,7.9
GAME,3.9,24,1000,Paid,1.99,Teen,Action,2922,64.0
FAMILY,4.1,80,1000,Free,0.0,Everyone,Education,2683,13.0
PHOTOGRAPHY,4.5,10349,1000000,Free,0.0,Everyone,Photography,3002,11.0
GAME,4.2,358,10000,Free,0.0,Everyone,Card,3998,15.0
MEDICAL,4.5,63,10000,Paid,9.99,Everyone,Medical,3301,25.0
FINANCE,4.3,9400,1000000,Free,0.0,Everyone,Finance,3445,6.1
